USPS,GEOID,INTPTLAT,INTPTLONG,note
CA,24pw,34.178111,-118.634241,
CA,25pw,34.456542,-118.352018,
CA,26pw,34.228436,-118.422802,
CA,27pw,34.174271,-118.22421,
CA,28pw,34.099366,-117.907091,
CA,29pw,34.077465,-118.401363,
CA,30pw,34.082411,-118.252316,
CA,31pw,34.076227,-118.067553,
CA,32pw,34.020009,-118.351189,
CA,33pw,33.999549,-118.218337,
CA,34pw,33.982623,-118.049135,
CA,35pw,33.951548,-118.307405,
CA,36pw,33.845363,-118.363377,
CA,37pw,33.865633,-118.233307,
CA,38pw,33.841492,-118.151204,
CA,39pw,33.876519,-117.985513,
CA,40pw,34.429902,-117.106718,
CA,41pw,34.016576,-117.735143,
CA,42pw,34.104488,-117.424206,
CA,43pw,33.879661,-117.417502,
CA,44pw,33.797836,-116.713518,
CA,45pw,33.71593,-117.977854,
CA,46pw,33.771112,-117.911357,
CA,47pw,33.710846,-117.789105,
CA,48pw,33.370983,-117.418499,
CA,49pw,32.769796,-117.172989,
CA,50pw,32.666455,-117.073197,
CA,51pw,33.035487,-117.145038,
CA,52pw,32.812354,-116.671857,
CO,1pw,39.723465,-104.953129,
CO,2pw,39.929827,-105.11787,
CO,3pw,38.651548,-106.70581,
CO,4pw,39.993189,-104.512266,
CO,5pw,38.995376,-104.821112,
CO,6pw,39.663534,-105.006482,
CT,1pw,41.747278,-72.647919,
CT,2pw,41.590428,-72.197745,
CT,3pw,41.310639,-72.9072,
CT,4pw,41.138688,-73.375153,
CT,5pw,41.442377,-73.15074,
CT,6pw,41.752371,-72.933659,
DE,0pw,39.433335,-75.567798,
DC,0pw,38.908552,-77.011843,
FL,1pw,30.507306,-86.882121,
FL,2pw,30.385592,-84.432795,
FL,3pw,29.666155,-81.675196,
FL,4pw,30.069604,-81.446778,
FL,5pw,28.92907,-82.498428,
FL,6pw,29.502362,-81.878175,
FL,7pw,28.827181,-81.246201,
FL,8pw,28.513492,-81.372255,
FL,9pw,28.093112,-82.602211,
FL,10pw,27.823408,-82.721049,
FL,11pw,27.982093,-82.4496,
FL,12pw,27.945829,-81.89596,
FL,13pw,27.340032,-82.475331,
FL,14pw,26.524714,-81.86401,
FL,15pw,28.1505,-80.742497,
FL,16pw,27.020432,-80.399794,
FL,17pw,25.810932,-80.253704,
FL,18pw,25.724396,-80.28359,
FL,19pw,26.351842,-80.17863,
FL,20pw,25.83039,-80.407014,
FL,21pw,25.791425,-80.350084,
FL,22pw,26.18757,-80.115581,
FL,23pw,26.427133,-80.211544,
GA,1pw,31.794902,-81.675134,
GA,2pw,31.901756,-84.238629,
GA,3pw,33.193881,-84.428016,
GA,4pw,33.836989,-84.173496,
GA,5pw,33.737883,-84.432417,
GA,6pw,33.995407,-84.418833,
GA,7pw,33.849985,-84.919726,
GA,8pw,31.910973,-83.43912,
GA,9pw,34.592654,-84.433423,
GA,10pw,33.8116,-83.065988,
GA,11pw,33.255624,-83.019446,
HI,1pw,21.340448,-157.879535,
HI,2pw,21.012463,-157.271409,
ID,1pw,45.239002,-116.560583,
ID,2pw,43.170606,-113.444917,
IL,1pw,41.759262,-87.63691,
IL,2pw,41.657013,-87.641016,
IL,3pw,41.760318,-87.780489,
IL,4pw,41.880397,-87.704044,
IL,5pw,41.945075,-87.74557,
IL,6pw,41.93717,-87.982904,
IL,7pw,41.875822,-87.731896,
IL,8pw,42.154702,-88.074974,
IL,9pw,42.00297,-87.706914,
IL,10pw,42.206686,-87.872893,
IL,11pw,41.436627,-88.014013,
IL,12pw,38.394483,-89.873707,
IL,13pw,41.715336,-88.021931,
IL,14pw,41.879657,-88.443669,
IL,15pw,40.338046,-88.282302,
IL,16pw,42.28265,-88.926914,
IL,17pw,41.128389,-90.385595,
IL,18pw,40.430922,-89.620085,
IL,19pw,38.789267,-88.560608,
IL,20pw,39.10602,-89.731717,
IN,1pw,41.553522,-87.337122,
IN,2pw,39.912217,-85.470492,
IN,3pw,41.62706,-86.226181,
IN,4pw,41.137973,-85.176692,
IN,5pw,40.824008,-86.357334,
IN,6pw,39.840117,-86.11012,
IN,7pw,39.824802,-86.889188,
IN,8pw,38.483128,-87.186711,
IN,9pw,38.680356,-85.80379,
IN,10pw,39.800107,-86.14319,
IA,1pw,41.754412,-91.134453,
IA,2pw,42.645631,-92.009273,
IA,3pw,41.276678,-92.805426,
IA,4pw,41.516359,-94.278074,
IA,5pw,42.664354,-95.05744,
KS,1pw,38.509104,-98.74964,
KS,2pw,38.736128,-95.592605,
KS,3pw,38.973519,-94.785189,
KS,4pw,37.611036,-97.181535,
KY,1pw,37.060993,-87.535296,
KY,2pw,37.595672,-86.03951,
KY,3pw,38.206756,-85.715406,
KY,4pw,38.711555,-84.180956,
KY,5pw,37.237213,-83.468348,
KY,6pw,37.971643,-84.470173,
LA,1pw,30.224249,-90.156081,
LA,2pw,29.95944,-90.066049,
LA,3pw,29.843428,-90.727006,
LA,4pw,31.324656,-91.885301,
LA,5pw,32.431685,-93.025752,
LA,6pw,30.90295,-91.881125,
LA,7pw,30.279509,-92.579608,
ME,1pw,43.838826,-70.137328,
ME,2pw,44.943352,-69.157142,
MD,1pw,38.922578,-76.139441,
MD,2pw,39.400407,-76.460193,
MD,3pw,39.299026,-76.666011,
MD,4pw,38.92184,-76.943942,
MD,5pw,38.773823,-76.78871,
MD,6pw,39.488077,-77.56856,
MD,7pw,39.315591,-76.658962,
MD,8pw,39.088731,-77.142912,
MA,1pw,42.421258,-72.544006,
MA,2pw,42.138393,-72.279161,
MA,3pw,42.093432,-71.526044,
MA,4pw,41.978644,-71.051255,
MA,5pw,42.575991,-71.34682,
MA,6pw,42.592312,-70.964065,
MA,7pw,42.410587,-71.16413,
MA,8pw,42.354267,-71.102816,
MA,9pw,42.20184,-71.107464,
MA,10pw,41.981362,-70.69826,
MI,1pw,45.699758,-86.245614,
MI,2pw,43.196704,-86.032295,
MI,3pw,42.949929,-85.564782,
MI,4pw,43.537541,-84.591994,
MI,5pw,43.496399,-83.644264,
MI,6pw,42.125415,-85.907231,
MI,7pw,42.219913,-84.619013,
MI,8pw,42.683797,-84.149229,
MI,9pw,42.833796,-83.423322,
MI,10pw,42.666427,-82.829227,
MI,11pw,42.50114,-83.372388,
MI,12pw,42.519868,-83.087093,
MI,13pw,42.288739,-83.505965,
MI,14pw,42.412739,-83.130419,
MI,15pw,42.363541,-83.063787,
MI,16pw,42.16073,-83.282269,
MN,1pw,44.058971,-92.871874,
MN,2pw,44.61272,-94.680687,
MN,3pw,44.823401,-93.249385,
MN,4pw,44.985751,-93.097271,
MN,5pw,44.974002,-93.29697,
MN,6pw,45.121403,-93.293444,
MN,7pw,46.578206,-95.393569,
MN,8pw,46.615695,-93.027198,
MS,1pw,34.424809,-89.145511,
MS,2pw,33.215072,-90.478414,
MS,3pw,32.657033,-89.149182,
MS,4pw,31.828497,-90.227835,
MS,5pw,30.694585,-89.043684,
MO,1pw,38.696876,-90.2755,
MO,2pw,38.690029,-90.475047,
MO,3pw,38.473265,-90.3508,
MO,4pw,38.395966,-93.219363,
MO,5pw,39.019185,-94.495843,
MO,6pw,39.538492,-94.299114,
MO,7pw,37.090014,-93.668264,
MO,8pw,37.184757,-90.535915,
MO,9pw,39.078254,-91.604562,
MT,0pw,46.841822,-111.036523,
NE,1pw,41.123823,-96.701563,
NE,2pw,41.234325,-96.027043,
NE,3pw,41.214379,-99.709661,
NV,1pw,36.13817,-115.124895,
NV,2pw,38.704211,-118.102071,
NH,1pw,43.12379,-71.201566,
NH,2pw,43.198859,-71.730037,
NJ,1pw,39.847406,-75.061309,
NJ,2pw,39.427903,-74.885042,
NJ,3pw,39.914746,-74.631516,
NJ,4pw,40.136834,-74.449591,
NJ,5pw,40.987119,-74.323852,
NJ,6pw,40.42389,-74.262303,
NJ,7pw,40.613828,-74.391575,
NJ,8pw,40.867036,-74.187032,
NJ,9pw,40.848177,-74.054637,
NJ,10pw,40.716241,-74.211092,
NJ,11pw,40.843876,-74.496058,
NJ,12pw,40.385733,-74.498782,
NJ,13pw,40.711172,-74.112581,
NM,1pw,35.090569,-106.581269,
NM,2pw,32.998494,-105.931818,
NM,3pw,35.745379,-106.343683,
NY,1pw,40.873101,-72.921539,
NY,2pw,40.752546,-73.276429,
NY,3pw,40.710534,-73.545829,
NY,4pw,40.698904,-73.642609,
NY,5pw,40.799007,-73.635361,
NY,6pw,40.683959,-73.780346,
NY,7pw,40.770057,-73.883932,
